iter	Logloss
307	0.1147217345
308	0.1146893541
309	0.11367004
310	0.1131617829
311	0.1126910929
312	0.1125881155
313	0.1124648446
314	0.111866772
315	0.11183511
316	0.1112646497
317	0.1112102002
318	0.1106462867
319	0.1105727675
320	0.1105277481
321	0.1102437634
322	0.1098702018
323	0.1095605529
324	0.1089011648
325	0.1088722741
326	0.1082231323
327	0.1081655666
328	0.1080647959
329	0.1073287165
330	0.1066279204
331	0.1064031302
332	0.1062723563
333	0.1054233224
334	0.1053902959
335	0.1052766999
336	0.104801932
337	0.1045175546
338	0.1037649776
339	0.1037208745
340	0.103453779
341	0.1034127844
342	0.1029376144
343	0.1022924101
344	0.1019562592
345	0.1012303584
346	0.1006443984
347	0.1006049002
348	0.1000220736
349	0.0999827948
350	0.09961343275
351	0.09937813191
352	0.09934328
353	0.09873915485
354	0.09838688201
355	0.09756899126
356	0.09753719633
357	0.09713999889
358	0.09707494817
359	0.0965420943
360	0.09608919291
361	0.09578719373
362	0.0957478718
363	0.09570387795
364	0.09547367242
365	0.09543966391
366	0.0953693008
367	0.09485851249
368	0.09463310776
369	0.09405051153
370	0.09359889957
371	0.09356361642
372	0.09279535833
373	0.09276613517
374	0.09269332596
375	0.09227101665
376	0.09175306708
377	0.09173127524
378	0.09129404979
379	0.0911411036
380	0.09040440764
381	0.08993874529
382	0.08942812789
383	0.08878859369
384	0.08850995986
385	0.08836066233
386	0.0877239064
387	0.08758422062
388	0.08701661928
389	0.08698372529
390	0.08653290598
391	0.08649342128
392	0.08592131269
393	0.08505640313
394	0.0850239996
395	0.08469293041
396	0.08436648145
397	0.0840410174
398	0.08365337378
399	0.08362246801
400	0.08337825646
401	0.08334521238
402	0.08286701534
403	0.08283758588
404	0.08260934572
405	0.08205786119
406	0.08200085986
407	0.08187748009
408	0.08151575301
409	0.08148260508
410	0.08110038841
411	0.08099022491
412	0.08078149034
413	0.0801248193
414	0.08008321723
415	0.08002320394
416	0.07966556001
417	0.07933632506
418	0.07900305784
419	0.07897378946
420	0.07891836523
421	0.07888489903
422	0.07845548529
423	0.07842651517
424	0.07812187198
425	0.0777269316
426	0.07769749762
427	0.07751902877
428	0.07714131153
429	0.07683149636
430	0.07670489996
431	0.076384753
432	0.07588546967
433	0.07584947946
434	0.0757030479
435	0.07566959676
436	0.07525765674
437	0.07483973645
438	0.07413022263
439	0.07365213665
440	0.07362716461
441	0.07348376471
442	0.07302501778
443	0.07296969037
444	0.07294707027
445	0.07285511383
446	0.07242542472
447	0.0724018099
448	0.07237561953
449	0.07208697712
450	0.07197880022
451	0.07160082002
452	0.07133796238
453	0.07106690355
454	0.07091742941
455	0.0708947039
456	0.07057391758
457	0.07044325573
458	0.0701499064
459	0.06974921931
460	0.06972850921
461	0.06969555406
462	0.06967413056
463	0.06965563226
464	0.06932903855
465	0.0691653023
466	0.06915203082
467	0.06877100284
468	0.0684770371
469	0.06814706438
470	0.06783888436
471	0.0678210914
472	0.06780329723
473	0.06754674273
474	0.06728181269
475	0.0672504325
476	0.06693874645
477	0.06691993387
478	0.06660192679
479	0.0664248021
480	0.06641036511
481	0.06602925463
482	0.06598053091
483	0.06567884139
484	0.06560433034
485	0.0653993118
486	0.06514856582
487	0.06513257139
488	0.06478251608
489	0.06476314458
490	0.06425539747
491	0.06391893584
492	0.0637879052
493	0.06345121138
494	0.06314556428
495	0.06287065425
496	0.06269838707
497	0.06230832054
498	0.06201857382
499	0.0619842768
500	0.06147669746
501	0.06123598061
502	0.06098781292
503	0.06066866127
504	0.06065233329
505	0.06056160183
506	0.06054441596
507	0.06052872527
508	0.06038420703
509	0.06008642162
510	0.05989867357
511	0.0596602846
512	0.05964434537
513	0.05923162994
514	0.05921663642
515	0.05891695319
516	0.0589017691
517	0.05869666559
518	0.05868262034
519	0.05866830627
520	0.05853669191
521	0.05817448397
522	0.05795214595
523	0.05783152651
524	0.05770833635
525	0.05754016892
526	0.05725365903
527	0.05697849537
528	0.05683443119
529	0.05653083109
530	0.05625078533
531	0.05613716502
532	0.0558676328
533	0.05558749866
534	0.05536236429
535	0.05513194057
536	0.05497998927
537	0.05471359534
538	0.05469466771
539	0.05456682478
540	0.05455315373
541	0.05452019413
542	0.05440990791
543	0.05424915888
544	0.054027803
545	0.05376526827
546	0.0533644314
547	0.05308759237
548	0.05284780702
549	0.05276415174
550	0.05244486655
551	0.05243164479
552	0.05241543866
553	0.05231441787
554	0.05214126857
555	0.05212768231
556	0.05210429162
557	0.05209183193
558	0.05182115275
559	0.05179791769
560	0.05142485656
561	0.05140814849
562	0.05114593425
563	0.05113152423
564	0.05111931085
565	0.05094803481
566	0.05056032352
567	0.05054475759
568	0.05036053025
569	0.05034857214
570	0.05031841397
571	0.05027208629
572	0.04998333243
573	0.04988623428
574	0.04969229024
575	0.04942488984
576	0.04922765283
577	0.04914458217
578	0.0489383483
579	0.04862755017
580	0.0486163772
581	0.04831817576
582	0.04830704106
583	0.04822222077
584	0.04793726386
585	0.04786709063
586	0.04781234942
587	0.04780246169
588	0.04777636243
589	0.04776607364
590	0.04740713327
591	0.0473943427
592	0.04731910563
593	0.04730449279
594	0.0471743371
595	0.04716325913
596	0.0470918939
597	0.04690044121
598	0.04675129539
599	0.04655914753
600	0.04640971314
601	0.0463994689
602	0.04634460413
603	0.04622392747
604	0.04602661597
605	0.04577889393
606	0.04562185799
607	0.04552562569
608	0.04528413275
609	0.0449727547
610	0.04487839657
611	0.04468908049
612	0.04467937257
613	0.04452747496
614	0.04451465189
615	0.04434639327
616	0.04420370723
617	0.04414699812
618	0.04398677741
619	0.04396022463
620	0.043759103
621	0.04346962728
622	0.04345842705
623	0.04338598937
624	0.04321986964
625	0.04312239192
626	0.04298160202
627	0.04282478812
628	0.04281274998
629	0.04270485694
630	0.04255003376
631	0.04243117748
632	0.04241860197
633	0.04240686406
634	0.04225507938
635	0.04224546022
636	0.04213975044
637	0.04211431835
638	0.0421078492
639	0.04207317754
640	0.04200252788
641	0.04199397433
642	0.04181237266
643	0.04180390899
644	0.04166196558
645	0.04153071627
646	0.04151165537
647	0.04139911982
648	0.04137795283
649	0.04136905613
650	0.04128900436
651	0.04114945147
652	0.04097402105
653	0.04094822708
654	0.04094028568
655	0.04083261152
656	0.04063521817
657	0.04056944727
658	0.04032015936
659	0.04014350304
660	0.04013240262
661	0.04012418072
662	0.03991799408
663	0.0398092262
664	0.03978908029
665	0.03965942272
666	0.03964202746
667	0.03949984887
668	0.03947456603
669	0.03933735637
670	0.03920726537
671	0.03919975716
672	0.03909685611
673	0.03908759281
674	0.03908194899
675	0.0389493135
676	0.03885139489
677	0.03871470645
678	0.03870177162
679	0.03862930031
680	0.03843848938
681	0.03843164524
682	0.03825826133
683	0.03823374803
684	0.03821053895
685	0.03820571406
686	0.03809316106
687	0.03795119583
688	0.03793539637
689	0.03787239904
690	0.03767426874
691	0.03761725672
692	0.0374776227
693	0.03746959716
694	0.03740925446
695	0.03724925076
696	0.03701668983
697	0.03689975541
698	0.03665849882
699	0.03665384237
700	0.03663003166
701	0.03651390764
702	0.0365010468
703	0.03647805363
704	0.03647176307
705	0.03642853774
706	0.0362625739
707	0.03611779377
708	0.03605408128
709	0.03598275525
710	0.03576891573
711	0.03562939118
712	0.03555733175
713	0.0354976939
714	0.03548384033
715	0.03533321045
716	0.03517989212
717	0.03505188512
718	0.03503992911
719	0.03487026536
720	0.03486403751
721	0.03473344222
722	0.03468249532
723	0.03467308486
724	0.03460630603
725	0.03459091763
726	0.0344402888
727	0.03427238233
728	0.03406844876
729	0.03398779131
730	0.03398261099
731	0.03388517501
732	0.03380292632
733	0.03378281239
734	0.03376839725
735	0.03359644617
736	0.033590265
737	0.03343126221
738	0.03341265677
739	0.03333328688
740	0.03332715255
741	0.03321234512
742	0.03307103139
743	0.03292981492
744	0.03277670329
745	0.03272535258
746	0.03260733108
747	0.03259600704
748	0.03253661125
749	0.032531558
750	0.03241542287
751	0.03236633221
752	0.03236266374
753	0.03225985929
754	0.03216405985
755	0.03201057422
756	0.032005825
757	0.03187823573
758	0.03187209927
759	0.03185410351
760	0.03178452019
761	0.03174321813
762	0.03165617985
763	0.03145527661
764	0.03140411732
765	0.03136390976
766	0.03125748152
767	0.03124080743
768	0.03103823228
769	0.03103291608
770	0.03097434608
771	0.03090436228
772	0.03078713858
773	0.03071791344
774	0.03062447739
775	0.03062014904
776	0.03058864729
777	0.0304875457
778	0.03048123274
779	0.03047537211
780	0.03030653307
781	0.03018614167
782	0.03018191716
783	0.03008869803
784	0.02997477041
785	0.02986216197
786	0.02983423925
787	0.02975482449
788	0.02974277827
789	0.02962518656
790	0.02947059276
791	0.02929714264
792	0.02929243147
793	0.02922383227
794	0.02913604441
795	0.02911543439
796	0.02903867466
797	0.02902219008
798	0.02886418234
799	0.02885933082
800	0.02885160644
801	0.02878809736
802	0.02867891712
803	0.02860575316
804	0.02860000525
805	0.0285822952
806	0.02850199155
807	0.02849697339
808	0.02843348761
809	0.02837091582
810	0.02829401748
811	0.02828943024
812	0.0282774816
813	0.02823800229
814	0.02821517192
815	0.02816178598
816	0.02800870299
817	0.02800427486
818	0.02794660968
819	0.02787142472
820	0.02781478803
821	0.0277136805
822	0.0276419655
823	0.02763579738
824	0.02751796442
825	0.02750273256
826	0.02744917331
827	0.02744443725
828	0.02741964202
829	0.02740520474
830	0.02729291055
831	0.02728795959
832	0.02726885792
833	0.02718353929
834	0.02705589822
835	0.02705009868
836	0.02701307079
837	0.02697380535
838	0.02691486527
839	0.02679609749
840	0.02665816756
841	0.02665519599
842	0.02656212617
843	0.02655118231
844	0.02647019206
845	0.02638435392
846	0.02636831397
847	0.02626754912
848	0.02623530712
849	0.02620005468
850	0.02609776166
851	0.025976858
852	0.02592299077
853	0.02585979422
854	0.02578811074
855	0.02578150146
856	0.02571388026
857	0.02570802106
858	0.02569475336
859	0.02556917087
860	0.02556632715
861	0.02550807557
862	0.02540900026
863	0.02535169483
864	0.02526884474
865	0.02522108028
866	0.02521676013
867	0.02516171891
868	0.02515663368
869	0.02510390948
870	0.02506359787
871	0.02505993554
872	0.02505604488
873	0.02504201531
874	0.02501371396
875	0.02496151936
876	0.02495824498
877	0.02495544052
878	0.02486993867
879	0.02476252023
880	0.02476007808
881	0.02468588827
882	0.0246824515
883	0.02464576979
884	0.0245524192
885	0.02454417593
886	0.02450098141
887	0.02438152346
888	0.02437865932
889	0.02436599103
890	0.02431276954
891	0.02427481341
892	0.02422383613
893	0.02416898893
894	0.0241058984
895	0.02405706525
896	0.0239703722
897	0.02396267099
898	0.02391069002
899	0.02380581703
900	0.02380262391
901	0.0237908851
902	0.02376835654
903	0.02368375727
904	0.02368047604
905	0.02364482733
906	0.02364180146
907	0.02355535757
908	0.0235509613
909	0.02354011003
910	0.0235360577
911	0.02352481085
912	0.02351950542
913	0.02346982882
914	0.02344062081
915	0.02336280878
916	0.02333803064
917	0.0232700966
918	0.02323683197
919	0.02323342409
920	0.02319554768
921	0.02314825395
922	0.02313981208
923	0.02306693982
924	0.02299884656
925	0.02296199694
926	0.02293090451
927	0.02287865567
928	0.02285828128
929	0.0228458195
930	0.02279242631
931	0.02278259864
932	0.02277280414
933	0.02276556815
934	0.0227153452
935	0.02271264133
936	0.02266350554
937	0.02265403222
938	0.02261620769
939	0.02261233559
940	0.02257240005
941	0.02249993881
942	0.02248119873
943	0.02247615069
944	0.02247268233
945	0.02239287339
946	0.02232636923
947	0.02232357968
948	0.02232146537
949	0.02231839174
950	0.02230759052
951	0.02225226306
952	0.02225218421
953	0.02219800135
954	0.02219516226
955	0.022131064
956	0.02205227034
957	0.02204946489
958	0.0219781032
959	0.02197476119
960	0.02191306522
961	0.02184680358
962	0.02184436606
963	0.02182025192
964	0.02179343335
965	0.02172724795
966	0.02167508216
967	0.0216026571
968	0.02159975971
969	0.02155497502
970	0.02154631875
971	0.02149074411
972	0.02147787034
973	0.02147543783
974	0.02141271676
975	0.02140429481
976	0.02139813048
977	0.0213291948
978	0.02129078218
979	0.02129070573
980	0.02128755497
981	0.02127879394
982	0.02124928077
983	0.02119229444
984	0.0210720565
985	0.02106994444
986	0.02106745211
987	0.02106440542
988	0.02102293244
989	0.02097481753
990	0.02097032587
991	0.02089395951
992	0.02089089656
993	0.02083995076
994	0.0207318357
995	0.02071852658
996	0.02071113826
997	0.02065240125
998	0.02059171864
999	0.02053114699
